datetime;aqi;co;no;no2;o3;so2;pm2_5;pm10;nh3;next_aqi;temperature;wind_speed;humidity
2021-09-28 00:00:00;1;400.54;0.01;19.88;26.11;19.07;7.35;15.33;2.76;1.0;24.1;4.8;80
2021-09-28 01:00:00;1;367.17;0.01;16.79;23.6;21.22;7.38;15.55;2.6;1.0;23.5;3.1;82
2021-09-28 02:00:00;1;363.83;0.01;15.59;21.28;26.46;9.17;17.73;2.38;2.0;22.9;3.1;83
2021-09-28 03:00:00;2;353.81;0.01;14.05;19.85;29.33;13.28;22.5;1.95;3.0;23.2;3.1;73
2021-09-28 04:00:00;3;343.8;0.02;12.17;18.42;26.46;20.55;30.42;1.11;4.0;23.2;6.8;71
2021-09-28 05:00:00;4;343.8;0.03;11.48;16.99;23.84;31.1;41.14;0.33;4.0;23.2;7.8;73
2021-09-28 06:00:00;4;363.83;0.08;12.51;15.2;24.56;44.91;54.46;0.0;5.0;23.0;7.6;74
2021-09-28 07:00:00;5;440.6;0.76;18.51;8.32;25.03;58.01;66.61;0.0;5.0;22.0;5.1;78
2021-09-28 08:00:00;5;540.73;4.75;25.02;4.07;29.09;67.3;75.16;0.0;5.0;23.2;3.4;74
2021-09-28 09:00:00;5;347.14;0.82;10.88;55.79;107.77;59.92;67.55;0.0;5.0;24.2;6.5;72
2021-09-28 10:00:00;5;363.83;1.34;10.11;57.94;110.63;61.79;69.24;0.0;5.0;25.1;10.4;63
2021-09-28 11:00:00;5;363.83;1.27;9.08;65.09;110.63;64.28;71.34;0.0;5.0;26.0;8.2;60
2021-09-28 12:00:00;5;310.42;0.59;4.84;84.4;98.23;53.05;58.14;0.0;5.0;27.4;7.3;57
2021-09-28 13:00:00;5;287.06;0.35;2.83;95.84;104.9;56.64;61.33;0.0;5.0;28.0;11.1;61
2021-09-28 14:00:00;5;277.04;0.26;2.06;101.57;135.42;79.73;85.65;0.0;5.0;28.2;16.4;57
2021-09-28 15:00:00;5;267.03;0.2;1.71;104.43;160.22;98.18;104.87;0.0;5.0;27.9;14.4;56
2021-09-28 16:00:00;5;257.02;0.17;1.8;103.0;175.48;99.83;106.11;0.0;5.0;27.1;13.8;61
2021-09-28 17:00:00;5;250.34;0.14;2.19;97.28;169.75;75.21;80.01;0.0;5.0;26.5;11.7;66
2021-09-28 18:00:00;5;327.11;0.45;14.05;64.37;104.9;52.33;56.0;0.0;4.0;25.7;11.2;74
2021-09-28 19:00:00;4;460.63;0.09;27.42;34.69;64.85;46.22;49.71;0.0;4.0;24.5;10.5;82
2021-09-28 20:00:00;4;587.46;0.13;36.67;18.77;58.65;48.61;52.36;0.0;5.0;24.2;9.4;81
2021-09-28 21:00:00;5;694.28;0.33;43.87;12.16;81.06;54.1;58.26;0.0;5.0;23.9;7.1;81
2021-09-28 22:00:00;5;761.03;0.81;47.98;7.15;98.23;57.87;62.22;0.01;5.0;23.7;4.6;81
2021-09-28 23:00:00;5;761.03;1.57;49.35;3.49;99.18;58.27;62.44;0.5;5.0;23.3;3.7;84
2021-09-29 00:00:00;5;680.92;1.15;45.24;3.44;92.51;56.09;59.89;0.69;5.0;22.9;1.8;87
2021-09-29 01:00:00;5;607.49;0.64;37.7;4.2;77.25;53.99;57.44;0.57;5.0;22.4;2.5;88
2021-09-29 02:00:00;5;540.73;0.35;28.79;5.36;54.36;51.7;54.82;0.39;4.0;23.6;2.4;83
2021-09-29 03:00:00;4;473.98;0.21;20.22;6.53;31.47;46.87;49.6;0.21;4.0;22.4;4.0;89
2021-09-29 04:00:00;4;433.92;0.18;15.42;7.33;22.89;44.23;46.67;0.05;4.0;22.0;4.2;90
2021-09-29 05:00:00;4;407.22;0.1;13.2;11.27;27.18;43.71;46.08;0.0;4.0;22.0;4.5;87
2021-09-29 06:00:00;4;327.11;0.0;7.28;38.98;56.27;48.92;51.54;0.0;4.0;22.2;4.0;85
2021-09-29 07:00:00;4;313.76;0.0;7.03;41.49;50.07;48.95;51.48;0.0;4.0;22.1;6.6;87
2021-09-29 08:00:00;4;307.08;0.07;7.71;41.84;37.67;41.04;43.41;0.0;4.0;22.8;7.3;86
2021-09-29 09:00:00;4;280.38;0.4;5.1;55.79;38.62;36.25;38.43;0.0;4.0;24.1;7.7;81
2021-09-29 10:00:00;4;273.71;0.58;3.6;65.09;40.05;35.02;37.05;0.0;4.0;24.9;7.8;77
2021-09-29 11:00:00;4;263.69;0.45;2.46;74.39;37.67;30.88;32.74;0.0;4.0;26.1;6.4;70
2021-09-29 12:00:00;4;253.68;0.24;1.5;83.69;32.9;25.93;27.47;0.0;4.0;26.9;9.7;67
2021-09-29 13:00:00;4;253.68;0.2;1.46;87.98;38.62;28.05;29.34;0.0;4.0;25.6;13.2;74
2021-09-29 14:00:00;4;263.69;0.21;1.93;90.12;69.62;46.64;47.99;0.0;5.0;26.5;16.3;69
2021-09-29 15:00:00;5;270.37;0.2;2.51;91.55;111.58;76.54;77.97;0.0;5.0;25.8;15.5;70
2021-09-29 16:00:00;5;277.04;0.2;3.38;91.55;164.03;119.34;120.86;0.0;5.0;25.9;12.7;64
2021-09-29 17:00:00;5;287.06;0.14;4.58;90.12;223.16;169.97;171.54;0.0;5.0;25.3;14.3;65
2021-09-29 18:00:00;5;307.08;0.06;7.03;80.82;230.79;197.2;198.72;0.0;5.0;24.5;14.1;66
2021-09-29 19:00:00;5;340.46;0.01;10.45;68.67;204.09;206.0;207.49;0.0;5.0;22.7;12.0;77
2021-09-29 20:00:00;5;380.52;0.0;13.02;60.08;192.64;214.19;215.69;0.0;5.0;21.9;9.8;85
2021-09-29 21:00:00;5;480.65;0.0;21.42;48.64;202.18;227.44;229.06;0.0;5.0;21.7;3.3;88
2021-09-29 22:00:00;5;620.84;0.01;33.93;35.41;213.62;232.86;234.5;0.0;5.0;21.4;2.2;91
2021-09-29 23:00:00;5;700.95;0.04;43.53;23.96;205.99;223.93;225.47;0.0;5.0;21.2;4.5;91
2021-09-30 00:00:00;5;687.6;0.04;47.3;18.6;188.83;217.05;218.42;0.0;5.0;21.0;4.3;90
2021-09-30 01:00:00;5;634.19;0.02;45.24;19.13;173.57;211.92;213.19;0.0;5.0;20.8;4.5;88
2021-09-30 02:00:00;5;567.44;0.01;39.07;22.89;156.4;200.64;201.94;0.0;5.0;21.5;3.9;84
2021-09-30 03:00:00;5;487.33;0.0;30.5;27.9;131.61;182.65;184.14;0.0;5.0;21.8;3.3;81
2021-09-30 04:00:00;5;433.92;0.0;23.31;31.11;107.77;167.84;169.52;0.0;5.0;20.6;4.3;86
2021-09-30 05:00:00;5;403.88;0.0;17.65;31.11;87.74;158.55;160.38;0.0;5.0;21.0;5.4;82
2021-09-30 06:00:00;5;393.87;0.02;13.37;25.75;50.55;143.43;145.41;0.0;5.0;20.6;4.4;83
2021-09-30 07:00:00;5;433.92;0.25;16.11;15.74;30.04;125.17;127.29;0.0;5.0;20.2;4.0;83
2021-09-30 08:00:00;5;487.33;1.93;21.42;8.49;23.6;109.12;111.31;0.0;5.0;21.5;6.2;76
2021-09-30 09:00:00;5;313.76;0.42;6.51;65.8;52.93;57.13;58.88;0.0;4.0;23.0;3.6;65
2021-09-30 10:00:00;4;313.76;0.75;5.83;68.67;55.79;47.66;49.26;0.0;4.0;24.3;1.6;58
2021-09-30 11:00:00;4;317.1;0.81;5.57;72.24;59.61;44.23;45.77;0.0;4.0;25.5;3.1;54
2021-09-30 12:00:00;4;293.73;0.41;3.17;83.69;65.8;36.34;37.75;0.0;4.0;26.4;7.2;52
2021-09-30 13:00:00;4;290.39;0.24;2.1;92.98;89.65;42.42;43.79;0.0;5.0;26.5;11.6;55
2021-09-30 14:00:00;5;290.39;0.18;1.74;98.71;127.79;53.05;54.49;0.0;4.0;26.7;13.9;55
2021-09-30 15:00:00;4;287.06;0.15;1.61;98.71;137.33;46.54;47.9;0.0;4.0;26.8;12.9;56
2021-09-30 16:00:00;4;283.72;0.17;1.99;95.84;129.7;36.72;37.91;0.0;4.0;25.8;18.1;62
2021-09-30 17:00:00;4;283.72;0.17;2.74;91.55;121.12;29.18;30.19;0.0;4.0;25.6;15.2;61
2021-09-30 18:00:00;4;337.12;0.37;11.31;60.08;76.29;27.04;28.02;0.0;4.0;24.7;12.1;68
2021-09-30 19:00:00;4;427.25;0.09;20.74;29.33;48.16;28.65;29.73;0.0;4.0;23.6;10.4;76
2021-09-30 20:00:00;4;520.71;0.27;25.71;14.84;40.05;32.34;33.54;0.0;4.0;23.2;12.0;78
2021-09-30 21:00:00;4;580.79;0.5;27.76;10.28;46.25;35.79;37.11;0.21;4.0;22.9;7.5;79
2021-09-30 22:00:00;4;607.49;0.69;28.45;8.23;58.17;37.78;39.25;0.77;4.0;22.4;7.8;81
2021-09-30 23:00:00;4;594.14;0.78;27.76;6.88;71.53;39.21;40.75;1.0;4.0;21.8;7.1;84
2021-10-01 00:00:00;4;554.09;0.52;26.73;6.62;84.88;41.15;42.71;0.82;4.0;21.3;7.0;87
2021-10-01 01:00:00;4;494.0;0.16;22.28;10.91;99.18;43.16;44.68;0.14;4.0;21.2;7.5;86
2021-10-01 02:00:00;4;433.92;0.02;16.11;20.56;114.44;43.94;45.4;0.0;4.0;21.6;9.7;84
2021-10-01 03:00:00;4;393.87;0.0;11.82;28.25;117.3;47.46;48.89;0.0;5.0;21.9;12.7;82
2021-10-01 04:00:00;5;373.84;0.0;9.0;31.47;100.14;52.79;54.19;0.0;5.0;21.6;12.0;83
2021-10-01 05:00:00;5;363.83;0.0;7.54;33.62;77.25;58.09;59.43;0.0;5.0;21.6;9.8;82
2021-10-01 06:00:00;5;370.5;0.01;7.71;34.69;61.04;63.54;64.76;0.0;5.0;21.5;8.9;81
2021-10-01 07:00:00;5;453.95;0.07;14.05;26.11;54.36;69.03;70.14;0.0;5.0;21.2;13.2;83
2021-10-01 08:00:00;5;554.09;0.57;21.25;16.81;57.22;72.43;73.43;0.0;5.0;21.1;16.6;84
2021-10-01 09:00:00;5;313.76;0.11;4.84;72.24;152.59;56.94;57.51;0.0;4.0;21.8;14.3;81
2021-10-01 10:00:00;4;287.06;0.17;3.38;76.53;125.89;37.44;38.02;0.0;3.0;22.6;14.6;76
2021-10-01 11:00:00;3;277.04;0.15;2.61;85.12;99.18;24.7;25.42;0.0;2.0;23.0;16.6;76
2021-10-01 12:00:00;2;273.71;0.11;2.1;90.84;81.06;18.0;18.73;0.0;2.0;23.5;14.8;74
2021-10-01 13:00:00;2;270.37;0.08;2.06;90.84;75.34;14.8;15.45;0.0;2.0;23.3;15.0;74
2021-10-01 14:00:00;2;270.37;0.05;2.19;89.41;75.34;13.15;13.66;0.0;2.0;23.9;13.4;71
2021-10-01 15:00:00;2;267.03;0.03;2.36;88.69;75.34;12.61;13.09;0.0;2.0;23.9;13.0;70
2021-10-01 16:00:00;2;270.37;0.03;2.7;87.98;78.2;13.3;13.79;0.0;2.0;24.0;14.2;70
2021-10-01 17:00:00;2;270.37;0.02;3.21;87.26;84.88;15.44;16.0;0.0;2.0;23.7;12.7;70
2021-10-01 18:00:00;2;300.41;0.03;7.11;77.25;84.88;19.3;19.99;0.0;3.0;23.3;9.4;71
2021-10-01 19:00:00;3;353.81;0.0;11.48;65.09;80.11;23.64;24.51;0.0;4.0;22.2;10.4;75
2021-10-01 20:00:00;4;400.54;0.0;14.05;57.22;76.29;27.35;28.4;0.0;4.0;21.9;7.1;77
2021-10-01 21:00:00;4;420.57;0.0;13.54;55.08;79.16;29.81;31.08;0.0;4.0;21.8;7.5;78
2021-10-01 22:00:00;4;413.9;0.0;12.0;56.51;84.88;31.33;32.83;0.0;4.0;21.7;6.9;78
2021-10-01 23:00:00;4;387.19;0.0;10.28;59.37;91.55;32.22;33.85;0.0;4.0;21.5;8.4;79
2021-10-02 00:00:00;4;340.46;0.0;7.03;65.09;101.09;32.52;34.26;0.0;4.0;21.5;9.5;79
2021-10-02 01:00:00;4;320.44;0.0;5.36;65.09;97.28;32.91;34.73;0.0;4.0;20.9;10.7;82
2021-10-02 02:00:00;4;300.41;0.0;3.98;65.8;97.28;33.86;35.68;0.0;4.0;21.6;13.9;73
2021-10-02 03:00:00;4;290.39;0.0;3.3;64.37;94.41;36.88;38.7;0.0;4.0;21.3;11.5;75
2021-10-02 04:00:00;4;287.06;0.0;2.91;62.94;92.51;40.05;41.9;0.0;4.0;21.0;13.1;77
2021-10-02 05:00:00;4;283.72;0.0;2.66;63.66;94.41;41.78;43.59;0.0;4.0;20.9;10.9;76
2021-10-02 06:00:00;4;283.72;0.0;2.79;65.09;98.23;43.5;45.18;0.0;4.0;20.9;12.6;78
2021-10-02 07:00:00;4;300.41;0.0;4.63;64.37;101.09;42.48;44.02;0.0;4.0;20.8;12.9;77
2021-10-02 08:00:00;4;313.76;0.02;6.17;65.09;109.67;38.96;40.38;0.0;4.0;21.9;12.8;71
2021-10-02 09:00:00;4;287.06;0.12;3.73;73.67;122.07;28.58;29.7;0.0;3.0;22.5;10.5;70
2021-10-02 10:00:00;3;280.38;0.19;3.0;75.1;115.4;21.81;22.63;0.0;2.0;22.7;8.7;70
2021-10-02 11:00:00;2;270.37;0.18;2.34;75.82;109.67;19.06;19.7;0.0;2.0;23.3;9.5;69
2021-10-02 12:00:00;2;263.69;0.13;1.71;77.25;97.28;17.62;18.21;0.0;2.0;23.8;9.4;67
2021-10-02 13:00:00;2;260.35;0.1;1.59;77.96;92.51;18.2;18.79;0.0;3.0;23.4;8.7;69
2021-10-02 14:00:00;3;260.35;0.08;1.65;78.68;95.37;20.72;21.32;0.0;3.0;24.7;11.3;63
2021-10-02 15:00:00;3;260.35;0.07;1.8;78.68;99.18;23.62;24.22;0.0;4.0;23.7;10.6;68
2021-10-02 16:00:00;4;263.69;0.07;2.12;77.96;106.81;27.71;28.31;0.0;4.0;23.4;10.5;70
2021-10-02 17:00:00;4;267.03;0.06;2.61;77.25;114.44;32.16;32.8;0.0;4.0;22.1;9.4;76
2021-10-02 18:00:00;4;297.07;0.07;6.34;66.52;104.9;36.91;37.6;0.0;4.0;21.7;8.2;81
2021-10-02 19:00:00;4;353.81;0.01;11.14;52.21;93.46;41.92;42.66;0.0;4.0;21.1;7.7;85
2021-10-02 20:00:00;4;413.9;0.0;14.4;42.56;88.69;47.3;48.06;0.0;5.0;20.6;8.4;85
2021-10-02 21:00:00;5;453.95;0.01;15.25;38.62;89.65;52.11;52.9;0.0;5.0;20.3;5.0;84
2021-10-02 22:00:00;5;480.65;0.01;15.25;36.12;85.83;56.15;56.95;0.0;5.0;20.3;6.4;82
2021-10-02 23:00:00;5;487.33;0.01;14.74;33.26;79.16;60.67;61.45;0.0;5.0;19.2;4.4;88
2021-10-03 00:00:00;5;467.3;0.01;12.17;32.9;76.29;65.84;66.56;0.0;5.0;19.7;2.3;89
2021-10-03 01:00:00;5;427.25;0.0;8.74;36.48;80.11;68.62;69.26;0.0;5.0;18.7;2.7;90
2021-10-03 02:00:00;5;393.87;0.0;6.34;40.77;85.83;69.26;69.83;0.0;5.0;20.5;2.8;83
2021-10-03 03:00:00;5;383.85;0.0;5.91;34.69;68.67;67.13;67.66;0.0;5.0;19.0;5.6;88
2021-10-03 04:00:00;5;390.53;0.01;6.34;25.39;52.45;65.08;65.59;0.0;5.0;19.7;6.3;89
2021-10-03 05:00:00;5;400.54;0.03;6.68;21.1;51.98;63.93;64.42;0.0;5.0;19.1;6.9;87
2021-10-03 06:00:00;5;410.56;0.05;7.8;19.49;56.74;65.32;65.79;0.0;5.0;18.9;5.7;88
2021-10-03 07:00:00;5;473.98;0.4;13.88;12.52;59.13;72.79;73.31;0.0;5.0;19.1;4.6;87
2021-10-03 08:00:00;5;560.76;1.55;21.94;6.26;67.71;87.01;87.59;0.0;5.0;19.1;1.8;88
2021-10-03 09:00:00;5;580.79;0.62;25.02;13.77;101.09;109.64;110.22;0.0;5.0;19.8;3.8;82
2021-10-03 10:00:00;5;594.14;0.78;22.28;18.06;105.86;121.6;122.16;0.0;5.0;20.1;3.8;81
2021-10-03 11:00:00;5;540.73;0.94;16.79;29.68;135.42;122.08;122.57;0.0;5.0;21.2;2.3;77
2021-10-03 12:00:00;5;320.44;0.26;5.66;68.67;162.13;69.84;70.07;0.0;4.0;22.2;5.4;77
2021-10-03 13:00:00;4;287.06;0.25;3.81;75.82;119.21;43.5;43.66;0.0;4.0;22.9;5.4;75
2021-10-03 14:00:00;4;270.37;0.27;3.04;80.11;108.72;34.98;35.11;0.0;4.0;23.2;5.5;69
2021-10-03 15:00:00;4;263.69;0.31;2.91;81.54;109.67;32.79;32.93;0.0;4.0;23.5;7.6;67
2021-10-03 16:00:00;4;267.03;0.37;3.38;82.25;121.12;35.66;35.83;0.0;4.0;23.4;9.0;68
2021-10-03 17:00:00;4;270.37;0.38;4.16;81.54;133.51;38.56;38.75;0.0;4.0;23.1;8.4;69
2021-10-03 18:00:00;4;313.76;0.41;9.6;60.8;104.9;41.59;41.85;0.0;4.0;22.4;5.5;73
2021-10-03 19:00:00;4;403.88;0.05;16.79;36.48;75.34;45.19;45.54;0.0;4.0;21.3;4.4;80
2021-10-03 20:00:00;4;500.68;0.12;21.25;21.46;61.99;49.03;49.48;0.0;5.0;20.8;4.0;84
2021-10-03 21:00:00;5;600.82;0.36;24.33;13.05;58.17;51.45;52.01;0.0;5.0;21.3;4.4;78
2021-10-03 22:00:00;5;680.92;0.81;25.36;7.78;55.31;53.62;54.27;0.0;5.0;21.4;2.8;77
2021-10-03 23:00:00;5;700.95;1.08;23.99;5.5;56.27;57.36;58.06;0.0;5.0;21.2;1.8;78
2021-10-04 00:00:00;5;667.57;0.59;21.59;6.17;54.36;64.25;64.96;0.0;5.0;21.1;1.1;79
2021-10-04 01:00:00;5;640.87;0.36;18.68;7.69;50.07;71.17;71.9;0.0;5.0;19.4;2.0;87
2021-10-04 02:00:00;5;634.19;0.25;16.28;8.67;46.25;77.09;77.85;0.0;5.0;18.9;4.1;85
2021-10-04 03:00:00;5;607.49;0.16;14.4;10.46;41.96;84.81;85.58;0.0;5.0;18.8;3.4;83
2021-10-04 04:00:00;5;554.09;0.09;12.68;13.59;38.15;93.11;93.85;0.0;5.0;19.0;3.8;78
2021-10-04 05:00:00;5;494.0;0.04;11.31;18.6;39.58;100.11;100.81;0.0;5.0;19.0;4.7;76
2021-10-04 06:00:00;5;433.92;0.03;10.28;24.32;43.87;104.9;105.58;0.0;5.0;18.8;5.4;76
2021-10-04 07:00:00;5;453.95;0.1;14.05;21.64;38.62;106.45;107.16;0.0;5.0;18.0;6.1;79
2021-10-04 08:00:00;5;460.63;0.44;17.31;22.89;37.19;102.02;102.73;0.0;5.0;19.7;6.2;73
2021-10-04 09:00:00;5;373.84;1.2;9.68;51.5;53.88;84.6;85.26;0.0;5.0;20.9;7.4;73
2021-10-04 10:00:00;5;393.87;2.63;9.25;52.21;50.55;85.26;85.96;0.0;5.0;22.5;5.2;71
2021-10-04 11:00:00;5;423.91;3.3;9.25;56.51;49.11;86.89;87.65;0.0;5.0;23.7;2.8;67
2021-10-04 12:00:00;5;323.77;1.09;4.33;82.25;90.6;70.47;71.54;0.0;5.0;24.5;4.2;63
2021-10-04 13:00:00;5;293.73;0.48;2.64;95.84;102.04;60.47;61.79;0.0;5.0;25.0;7.7;62
2021-10-04 14:00:00;5;283.72;0.34;2.51;104.43;125.89;64.38;66.03;0.0;5.0;24.9;11.8;65
2021-10-04 15:00:00;5;287.06;0.38;3.68;104.43;137.33;74.21;76.16;0.0;5.0;24.6;12.7;67
2021-10-04 16:00:00;5;303.75;0.49;6.08;98.71;135.42;78.88;81.03;0.0;5.0;24.5;11.8;68
2021-10-04 17:00:00;5;317.1;0.42;8.74;90.12;125.89;65.46;67.57;0.0;4.0;23.8;11.6;68
2021-10-04 18:00:00;4;407.22;0.38;19.19;58.65;91.55;49.14;51.16;0.0;4.0;23.2;7.4;71
2021-10-04 19:00:00;4;567.44;0.09;29.13;29.68;64.85;40.66;42.63;0.0;4.0;22.2;4.3;79
2021-10-04 20:00:00;4;727.65;0.53;34.96;13.59;51.98;38.17;40.17;0.0;4.0;21.7;5.1;82
2021-10-04 21:00:00;4;841.14;1.37;35.3;6.53;47.68;36.65;38.61;0.05;4.0;21.4;5.6;83
2021-10-04 22:00:00;4;921.25;3.47;32.9;2.41;41.49;35.39;37.31;0.68;4.0;21.0;6.1;85
2021-10-04 23:00:00;4;974.66;7.38;29.13;0.5;34.33;37.41;39.33;0.64;4.0;20.5;7.4;87
2021-10-05 00:00:00;4;974.66;8.94;25.71;0.27;27.42;40.44;42.28;0.13;4.0;21.9;4.5;80
2021-10-05 01:00:00;4;921.25;6.76;24.33;0.51;24.8;43.33;45.09;0.0;4.0;20.9;2.9;85
2021-10-05 02:00:00;4;847.82;3.27;22.96;1.54;25.51;47.0;48.76;0.0;5.0;19.3;6.2;90
2021-10-05 03:00:00;5;741.01;0.74;21.42;4.78;24.08;54.8;56.68;0.0;5.0;20.0;6.5;83
2021-10-05 04:00:00;5;654.22;0.21;18.68;8.4;19.79;63.72;65.7;0.0;5.0;19.6;8.6;83
2021-10-05 05:00:00;5;567.44;0.1;15.42;13.23;16.93;71.02;73.08;0.0;5.0;19.3;8.8;82
2021-10-05 06:00:00;5;400.54;0.0;8.65;37.55;23.37;72.19;75.03;0.0;5.0;19.1;9.2;80
2021-10-05 07:00:00;5;357.15;0.0;8.91;41.84;20.5;67.16;71.34;0.0;5.0;19.1;9.7;79
2021-10-05 08:00:00;5;350.48;0.09;10.71;41.84;18.6;57.34;63.8;0.0;4.0;20.1;10.6;76
2021-10-05 09:00:00;4;360.49;0.89;11.48;41.84;18.12;47.54;56.91;0.0;4.0;21.9;7.4;74
2021-10-05 10:00:00;4;353.81;1.2;9.94;42.56;14.78;38.8;51.78;0.0;4.0;24.0;11.2;67
2021-10-05 11:00:00;4;320.44;0.64;7.28;47.92;11.33;32.1;46.65;0.0;2.0;26.1;21.3;56
2021-10-05 12:00:00;2;236.99;0.05;1.24;85.83;6.86;12.26;29.56;0.0;2.0;27.4;22.3;52
2021-10-05 13:00:00;2;230.31;0.05;0.96;88.69;5.66;8.27;22.66;0.0;2.0;27.4;26.3;54
2021-10-05 14:00:00;2;230.31;0.05;1.0;88.69;5.6;6.6;17.51;0.02;2.0;27.9;3.1;45
2021-10-05 15:00:00;2;230.31;0.05;1.04;87.98;5.48;5.89;12.87;0.09;2.0;25.1;6.3;64
2021-10-05 16:00:00;2;230.31;0.06;1.27;87.26;5.72;5.56;9.82;0.14;2.0;22.7;15.9;80
2021-10-05 17:00:00;2;233.65;0.05;1.71;87.26;6.02;5.09;7.61;0.17;2.0;21.4;6.7;92
2021-10-05 18:00:00;2;243.66;0.02;2.66;85.12;6.97;4.76;6.63;0.26;2.0;21.3;1.6;91
2021-10-05 19:00:00;2;257.02;0.0;3.43;81.54;8.11;4.54;6.2;0.38;2.0;20.5;9.1;94
2021-10-05 20:00:00;2;270.37;0.0;3.64;80.82;9.06;3.96;5.21;0.43;2.0;19.7;4.1;93
2021-10-05 21:00:00;2;287.06;0.0;4.16;80.82;12.28;3.62;4.46;0.44;2.0;20.5;12.6;86
2021-10-05 22:00:00;2;303.75;0.0;4.71;80.11;16.21;3.68;4.24;0.47;2.0;20.1;14.6;83
2021-10-05 23:00:00;2;307.08;0.0;4.67;80.82;20.27;3.72;4.11;0.42;1.0;20.3;14.9;79
2021-10-06 00:00:00;1;327.11;0.0;7.11;64.37;19.55;4.19;4.55;0.71;1.0;21.6;17.4;68
2021-10-06 01:00:00;1;353.81;0.0;9.6;44.35;18.12;5.1;5.48;0.97;1.0;20.8;11.8;73
2021-10-06 02:00:00;1;377.18;0.0;10.97;32.54;19.55;6.24;6.67;1.09;1.0;19.5;6.4;71
2021-10-06 03:00:00;1;387.19;0.01;10.97;26.82;20.03;7.35;7.82;1.12;1.0;19.1;6.1;70
2021-10-06 04:00:00;1;370.5;0.01;9.17;26.46;17.17;7.63;8.12;1.03;1.0;19.3;9.1;71
2021-10-06 05:00:00;1;337.12;0.01;6.94;31.11;14.42;7.04;7.53;0.93;1.0;19.6;12.6;71
2021-10-06 06:00:00;1;267.03;0.0;1.95;76.53;15.26;4.28;4.72;0.29;1.0;20.0;17.7;73
2021-10-06 07:00:00;1;273.71;0.0;2.96;79.39;14.07;4.14;4.61;0.35;1.0;20.1;12.6;72
2021-10-06 08:00:00;1;287.06;0.03;4.71;76.53;14.07;4.33;4.99;0.4;1.0;20.7;6.9;72
2021-10-06 09:00:00;1;293.73;0.26;5.44;75.1;15.97;4.67;5.52;0.4;1.0;22.0;5.0;71
2021-10-06 10:00:00;1;293.73;0.36;4.76;74.39;16.45;4.73;5.65;0.37;1.0;23.0;7.5;72
2021-10-06 11:00:00;1;277.04;0.22;3.38;78.68;14.78;4.13;4.97;0.3;2.0;25.0;9.9;65
2021-10-06 12:00:00;2;247.0;0.06;1.34;89.41;9.3;2.19;3.0;0.1;2.0;26.2;10.3;58
2021-10-06 13:00:00;2;247.0;0.05;1.48;87.26;10.97;1.95;2.61;0.1;2.0;25.8;3.7;59
2021-10-06 14:00:00;2;253.68;0.04;2.31;82.97;17.41;2.45;2.98;0.06;1.0;22.1;4.8;82
2021-10-06 15:00:00;1;267.03;0.03;3.56;77.25;27.18;3.93;4.4;0.0;1.0;22.6;3.1;80
2021-10-06 16:00:00;1;280.38;0.03;4.76;70.1;33.38;5.5;5.93;0.0;1.0;22.9;5.8;78
2021-10-06 17:00:00;1;287.06;0.02;5.57;64.37;34.33;6.54;6.93;0.0;1.0;22.8;7.9;78
2021-10-06 18:00:00;1;297.07;0.01;6.17;59.37;28.61;6.44;6.78;0.0;1.0;21.5;7.6;88
2021-10-06 19:00:00;1;303.75;0.0;6.0;55.79;19.55;5.26;5.56;0.0;1.0;21.0;8.9;88
2021-10-06 20:00:00;1;300.41;0.0;5.18;57.22;12.99;3.88;4.15;0.1;1.0;19.5;24.6;91
2021-10-06 21:00:00;1;297.07;0.0;4.71;57.94;11.33;3.32;3.54;0.15;1.0;20.2;18.2;86
2021-10-06 22:00:00;1;297.07;0.0;4.58;54.36;11.33;3.31;3.5;0.18;1.0;19.5;17.9;91
2021-10-06 23:00:00;1;290.39;0.0;4.2;49.35;10.97;3.12;3.29;0.18;1.0;19.2;19.9;91
2021-10-07 00:00:00;1;267.03;0.0;3.3;45.78;9.78;2.58;2.73;0.18;1.0;19.1;17.2;90
2021-10-07 01:00:00;1;257.02;0.0;2.83;42.56;9.66;2.24;2.41;0.23;1.0;18.9;14.4;89
2021-10-07 02:00:00;1;253.68;0.0;2.53;41.84;10.37;2.19;2.49;0.28;1.0;19.1;3.1;95
2021-10-07 03:00:00;1;253.68;0.0;2.27;43.63;10.25;2.22;2.85;0.32;1.0;17.9;3.1;97
2021-10-07 04:00:00;1;257.02;0.0;2.06;47.21;9.78;2.34;3.6;0.36;1.0;18.3;10.5;90
2021-10-07 05:00:00;1;263.69;0.0;1.91;51.5;9.66;2.48;4.51;0.4;1.0;18.4;19.4;77
2021-10-07 06:00:00;1;267.03;0.0;1.93;55.79;9.66;2.58;5.11;0.44;1.0;18.3;18.2;73
2021-10-07 07:00:00;1;280.38;0.0;3.3;54.36;9.18;2.85;5.6;0.58;1.0;17.8;18.4;75
2021-10-07 08:00:00;1;293.73;0.09;4.93;48.64;8.46;3.08;5.94;0.73;1.0;18.1;20.6;74
2021-10-07 09:00:00;1;297.07;0.82;4.71;44.7;8.46;3.21;6.35;0.8;1.0;19.3;25.6;73
2021-10-07 10:00:00;1;287.06;1.09;3.34;48.64;7.27;3.09;7.19;0.75;1.0;20.5;31.9;60
2021-10-07 11:00:00;1;270.37;0.66;2.14;63.66;5.84;2.89;9.21;0.67;2.0;22.0;30.9;49
